Chrom.1,,Chrom.1,,Chrom.1,,
UV,,Fraction,,Run Log,,
ml,mAU,ml,Fraction,ml,Logbook,
42.256,4.02,,,,,
42.258,4.02,,,,,
42.26,4.02,,,,,
42.262,4.02,,,,,
42.264,4.02,,,,,
42.266,4.02,,,,,
42.267,4.02,,,,,
42.269,4.02,,,,,
42.271,4.02,,,,,
42.273,4.02,,,,,
42.275,4.02,,,,,
42.276,4.02,,,,,
42.278,4.02,,,,,
42.28,4.02,,,,,
42.282,4.02,,,,,
42.284,4.013048,,,,,
42.286,4.01,,,,,
42.287,4.01,,,,,
42.289,4.01,,,,,
42.291,4.01,,,,,
42.293,4.01,,,,,
42.295,4.01,,,,,
42.297,4.01,,,,,
42.298,4.01,,,,,
42.3,4.01,,,,,
42.302,4.01,,,,,
42.304,4.01,,,,,
42.306,4.01,,,,,
42.308,4.01,,,,,
42.309,4.01,,,,,
42.311,4.01,,,,,
42.313,4.01,,,,,
42.315,4.01,,,,,
42.317,4.01,,,,,
42.319,4.01,,,,,
42.32,4.01,,,,,
42.322,4.01,,,,,
42.324,4.01,,,,,
42.326,4.01,,,,,
42.328,4.01,,,,,
42.329,4.01,,,,,
42.331,4.01,,,,,
42.333,4.01,,,,,
42.335,4.01,,,,,
42.337,4.01,,,,,
42.339,4.01,,,,,
42.34,4.01722,,,,,
42.342,4.02,,,,,
42.344,4.02,,,,,
42.346,4.03,,,,,
42.348,4.03,,,,,
42.35,4.03,,,,,
42.351,4.03,,,,,
42.353,4.025785,,,,,
42.355,4.02,,,,,
42.357,4.02,,,,,
42.359,4.02,,,,,
42.361,4.02,,,,,
42.362,4.02,,,,,
42.364,4.02,,,,,
42.366,4.018789,,,,,
42.368,4.01,,,,,
42.37,4.01,,,,,
42.371,4.01,,,,,
42.373,4.01,,,,,
42.375,4.01,,,,,
42.377,4.01,,,,,
42.379,4.01,,,,,
42.381,4.01,,,,,
42.382,4.01,,,,,
42.384,4.01,,,,,
42.386,4.01,,,,,
42.388,4.01,,,,,
42.39,4.01,,,,,
42.392,4.01,,,,,
42.393,4.01,,,,,
42.395,4.01,,,,,
42.397,4.002153,,,,,
42.399,4,,,,,
42.401,4,,,,,
42.403,4,,,,,
42.404,4,,,,,
42.406,4,,,,,
42.408,4,,,,,
42.41,4,,,,,
42.412,4,,,,,
42.414,4,,,,,
42.415,3.992429,,,,,
42.417,3.99,,,,,
42.419,3.99,,,,,
42.421,3.99,,,,,
42.423,3.99,,,,,
42.424,3.99,,,,,
42.426,3.99,,,,,
42.428,3.99,,,,,
42.43,3.99,,,,,
42.432,3.99,,,,,
42.434,3.99,,,,,
42.435,3.981712,,,,,
42.437,3.970987,,,,,
42.439,3.97,,,,,
42.441,3.97,,,,,
42.443,3.97,,,,,
42.445,3.97,,,,,
42.446,3.97,,,,,
42.448,3.964753,,,,,
42.45,3.96,,,,,
42.452,3.96,,,,,
42.454,3.96,,,,,
42.456,3.96,,,,,
42.457,3.96,,,,,
42.459,3.959048,,,,,
42.461,3.95,,,,,
42.463,3.95,,,,,
42.465,3.95,,,,,
42.467,3.95,,,,,
42.468,3.95,,,,,
42.47,3.95,,,,,
42.472,3.95,,,,,
42.474,3.95,,,,,
42.476,3.95,,,,,
42.477,3.95,,,,,
42.479,3.95,,,,,
42.481,3.95,,,,,
42.483,3.95,,,,,
42.485,3.95,,,,,
42.487,3.95,,,,,
42.488,3.956699,,,,,
42.49,3.96,,,,,
42.492,3.96,,,,,
42.494,3.96,,,,,
42.496,3.96,,,,,
42.498,3.96,,,,,
42.499,3.96,,,,,
42.501,3.96,,,,,
42.503,3.96,,,,,
42.505,3.96,,,,,
42.507,3.96,,,,,
42.509,3.96,,,,,
42.51,3.96,,,,,
42.512,3.96,,,,,
42.514,3.96,,,,,
42.516,3.96,,,,,
42.518,3.96,,,,,
42.52,3.96,,,,,
42.521,3.96,,,,,
42.523,3.96,,,,,
42.525,3.953543,,,,,
42.527,3.95,,,,,
42.529,3.95,,,,,
42.53,3.95,,,,,
42.532,3.95,,,,,
42.534,3.95,,,,,
42.536,3.95,,,,,
42.538,3.95,,,,,
42.54,3.95,,,,,
42.541,3.95,,,,,
42.543,3.95,,,,,
42.545,3.95,,,,,
42.547,3.95,,,,,
42.549,3.95,,,,,
42.551,3.95,,,,,
42.552,3.95,,,,,
42.554,3.95,,,,,
42.556,3.95,,,,,
42.558,3.95,,,,,
42.56,3.95,,,,,
42.562,3.95,,,,,
42.563,3.95,,,,,
42.565,3.95,,,,,
42.567,3.95,,,,,
42.569,3.95,,,,,
42.571,3.95,,,,,
42.572,3.95,,,,,
42.574,3.95,,,,,
42.576,3.953812,,,,,
42.578,3.96,,,,,
42.58,3.96,,,,,
42.582,3.96,,,,,
42.583,3.96,,,,,
42.585,3.96,,,,,
42.587,3.96,,,,,
42.589,3.96,,,,,
42.591,3.96,,,,,
42.593,3.96,,,,,
42.594,3.956413,,,,,
42.596,3.945407,,,,,
42.598,3.94,,,,,
42.6,3.94,,,,,
42.602,3.932429,,,,,
42.604,3.93,,,,,
42.605,3.93,,,,,
42.607,3.93,,,,,
42.609,3.93,,,,,
42.611,3.93,,,,,
42.613,3.93,,,,,
42.615,3.93,,,,,
42.616,3.93,,,,,
42.618,3.93,,,,,
42.62,3.93,,,,,
42.622,3.93,,,,,
42.624,3.93,,,,,
42.625,3.93,,,,,
42.627,3.93119,,,,,
42.629,3.94,,,,,
42.631,3.94,,,,,
42.633,3.94,,,,,
42.635,3.94,,,,,
42.636,3.94,,,,,
42.638,3.94,,,,,
42.64,3.94,,,,,
42.642,3.94,,,,,
42.644,3.94,,,,,
42.646,3.94,,,,,
42.647,3.94,,,,,
42.649,3.94,,,,,
42.651,3.94,,,,,
42.653,3.934978,,,,,
42.655,3.93,,,,,
42.657,3.93,,,,,
42.658,3.93,,,,,
42.66,3.93,,,,,
42.662,3.93,,,,,
42.664,3.93,,,,,
42.666,3.932018,,,,,
42.668,3.94,,,,,
42.669,3.94,,,,,
42.671,3.935202,,,,,
42.673,3.93,,,,,
42.675,3.93,,,,,
42.677,3.93,,,,,
42.678,3.93,,,,,
42.68,3.93,,,,,
42.682,3.93,,,,,
42.684,3.928206,,,,,
42.686,3.92,,,,,
42.688,3.92,,,,,
42.689,3.92,,,,,
42.691,3.914286,,,,,
42.693,3.91,,,,,
42.695,3.91,,,,,
42.697,3.91,,,,,
42.699,3.91,,,,,
42.7,3.91,,,,,
42.702,3.91,,,,,
42.704,3.91,,,,,
42.706,3.91,,,,,
42.708,3.91,,,,,
42.71,3.91,,,,,
42.711,3.91,,,,,
42.713,3.91,,,,,
42.715,3.91,,,,,
42.717,3.900717,,,,,
42.719,3.9,,,,,
42.721,3.9,,,,,
42.722,3.9,,,,,
42.724,3.9,,,,,
42.726,3.9,,,,,
42.728,3.9,,,,,
42.73,3.9,,,,,
42.731,3.9,,,,,
42.733,3.9,,,,,
42.735,3.9,,,,,
42.737,3.88,,,,,
42.739,3.88,,,,,
42.741,3.88,,,,,
42.742,3.883274,,,,,
42.744,3.89,,,,,
42.746,3.89,,,,,
42.748,3.89,,,,,
42.75,3.89,,,,,
42.752,3.89,,,,,
42.753,3.89,,,,,
42.755,3.89,,,,,
42.757,3.89,,,,,
42.759,3.89,,,,,
42.761,3.89,,,,,
42.763,3.89,,,,,
42.764,3.89,,,,,
42.766,3.89,,,,,
42.768,3.89,,,,,
42.77,3.882063,,,,,
42.772,3.88,,,,,
42.773,3.88,,,,,
42.775,3.88,,,,,
42.777,3.88,,,,,
42.779,3.88,,,,,
42.781,3.88,,,,,
42.783,3.88,,,,,
42.784,3.88,,,,,
42.786,3.88,,,,,
42.788,3.88,,,,,
42.79,3.88,,,,,
42.792,3.88,,,,,
42.794,3.88,,,,,
42.795,3.88,,,,,
42.797,3.88,,,,,
42.799,3.876429,,,,,
42.801,3.87,,,,,
42.803,3.87,,,,,
42.805,3.87,,,,,
42.806,3.87,,,,,
42.808,3.87,,,,,
42.81,3.87,,,,,
42.812,3.870381,,,,,
42.814,3.88,,,,,
42.816,3.88,,,,,
42.817,3.88,,,,,
42.819,3.875516,,,,,
42.821,3.87,,,,,
42.823,3.87,,,,,
42.825,3.87,,,,,
42.826,3.87,,,,,
42.828,3.87,,,,,
42.83,3.87,,,,,
42.832,3.87,,,,,
42.834,3.87,,,,,
42.836,3.87,,,,,
42.837,3.87,,,,,
42.839,3.87,,,,,
42.841,3.87,,,,,
42.843,3.87,,,,,
42.845,3.87,,,,,
42.847,3.87,,,,,
42.848,3.87,,,,,
42.85,3.87,,,,,
42.852,3.865964,,,,,
42.854,3.85,,,,,
42.856,3.85,,,,,
42.858,3.85,,,,,
42.859,3.85,,,,,
42.861,3.85,,,,,
42.863,3.85,,,,,
42.865,3.85,,,,,
42.867,3.85,,,,,
42.869,3.85,,,,,
42.87,3.85,,,,,
42.872,3.85,,,,,
42.874,3.85,,,,,
42.876,3.85,,,,,
42.878,3.85,,,,,
42.879,3.85,,,,,
42.881,3.85,,,,,
42.883,3.85,,,,,
42.885,3.85,,,,,
42.887,3.85,,,,,
42.889,3.85,,,,,
42.89,3.85,,,,,
42.892,3.85,,,,,
42.894,3.85,,,,,
42.896,3.85,,,,,
42.898,3.856502,,,,,
42.9,3.86,,,,,
42.901,3.86,,,,,
42.903,3.86,,,,,
42.905,3.86,,,,,
42.907,3.86,,,,,
42.909,3.86,,,,,
42.911,3.86,,,,,
42.912,3.86,,,,,
42.914,3.86,,,,,
42.916,3.853722,,,,,
42.918,3.85,,,,,
42.92,3.85,,,,,
42.921,3.85,,,,,
42.923,3.85,,,,,
42.925,3.85,,,,,
42.927,3.85,,,,,
42.929,3.85,,,,,
42.931,3.85,,,,,
42.932,3.85,,,,,
42.934,3.85,,,,,
42.936,3.842762,,,,,
42.938,3.84,,,,,
42.94,3.84,,,,,
42.942,3.84,,,,,
42.943,3.84,,,,,
42.945,3.84,,,,,
42.947,3.84,,,,,
42.949,3.84,,,,,
42.951,3.84,,,,,
42.953,3.84,,,,,
42.954,3.833,,,,,
42.956,3.83,,,,,
42.958,3.83,,,,,
42.96,3.83,,,,,
42.962,3.84,,,,,
42.964,3.84,,,,,
42.965,3.84,,,,,
42.967,3.83619,,,,,
42.969,3.83,,,,,
42.971,3.83,,,,,
42.973,3.836995,,,,,
42.974,3.84,,,,,
42.976,3.84,,,,,
42.978,3.84,,,,,
42.98,3.84,,,,,
42.982,3.84,,,,,
42.984,3.84,,,,,
42.985,3.84,,,,,
42.987,3.835291,,,,,
42.989,3.83,,,,,
42.991,3.83,,,,,
42.993,3.83,,,,,
42.995,3.83,,,,,
42.996,3.83,,,,,
42.998,3.83,,,,,
43,3.831659,,,,,
43.002,3.84,,,,,
43.004,3.84,,,,,
43.006,3.831031,,,,,
43.007,3.82,,,,,
43.009,3.82,,,,,
43.011,3.82,,,,,
43.013,3.82,,,,,
43.015,3.82,,,,,
43.017,3.82,,,,,
43.018,3.82,,,,,
43.02,3.82,,,,,
43.022,3.82,,,,,
43.024,3.82426,,,,,
43.026,3.83,,,,,
43.027,3.83,,,,,
43.029,3.83,,,,,
43.031,3.83,,,,,
43.033,3.83,,,,,
43.035,3.83,,,,,
43.037,3.83,,,,,
43.038,3.827895,,,,,
43.04,3.82,,,,,
43.042,3.82,,,,,
43.044,3.825095,,,,,
43.046,3.83,,,,,
43.048,3.83,,,,,
43.049,3.83,,,,,
43.051,3.83,,,,,
43.053,3.82,,,,,
43.055,3.82,,,,,
43.057,3.82,,,,,
43.059,3.82,,,,,
43.06,3.82,,,,,
43.062,3.82488,,,,,
43.064,3.83,,,,,
43.066,3.83,,,,,
43.068,3.83,,,,,
43.07,3.838744,,,,,
43.071,3.84,,,,,
43.073,3.84,,,,,
43.075,3.84,,,,,
43.077,3.837085,,,,,
43.079,3.83,,,,,
43.08,3.83,,,,,
43.082,3.83,,,,,
43.084,3.83,,,,,
43.086,3.83,,,,,
43.088,3.83,,,,,
43.09,3.83,,,,,
43.091,3.83,,,,,
43.093,3.83,,,,,
43.095,3.83,,,,,
43.097,3.83,,,,,
43.099,3.83,,,,,
43.101,3.83,,,,,
43.102,3.83,,,,,
43.104,3.83,,,,,
43.106,3.83,,,,,
43.108,3.83,,,,,
43.11,3.82,,,,,
43.112,3.82,,,,,
43.113,3.82,,,,,
43.115,3.82,,,,,
43.117,3.82,,,,,
43.119,3.82,,,,,
43.121,3.82,,,,,
43.122,3.827399,,,,,
43.124,3.83,,,,,
43.126,3.83,,,,,
43.128,3.819776,,,,,
43.13,3.81,,,,,
43.132,3.81,,,,,
43.133,3.81,,,,,
43.135,3.81435,,,,,
43.137,3.82,,,,,
43.139,3.82,,,,,
43.141,3.82,,,,,
43.143,3.82,,,,,
43.144,3.82,,,,,
43.146,3.82,,,,,
43.148,3.82,,,,,
43.15,3.82,,,,,
43.152,3.82,,,,,
43.154,3.82,,,,,
43.155,3.82,,,,,
43.157,3.82,,,,,
43.159,3.82,,,,,
43.161,3.82,,,,,
43.163,3.82,,,,,
43.165,3.82,,,,,
43.166,3.82,,,,,
43.168,3.82,,,,,
43.17,3.82,,,,,
43.172,3.82,,,,,
43.174,3.82,,,,,
43.175,3.82,,,,,
43.177,3.82,,,,,
43.179,3.82,,,,,
43.181,3.82,,,,,
43.183,3.82,,,,,
43.185,3.82,,,,,
43.186,3.82,,,,,
43.188,3.82,,,,,
43.19,3.82,,,,,
43.192,3.82,,,,,
43.194,3.82,,,,,
43.196,3.82,,,,,
43.197,3.827762,,,,,
43.199,3.83,,,,,
43.201,3.83,,,,,
43.203,3.83,,,,,
43.205,3.83,,,,,
43.207,3.83,,,,,
43.208,3.83,,,,,
43.21,3.83,,,,,
43.212,3.83,,,,,
43.214,3.83,,,,,
43.216,3.83,,,,,
43.218,3.83,,,,,
43.219,3.83,,,,,
43.221,3.83,,,,,
43.223,3.83,,,,,
43.225,3.83,,,,,
43.227,3.83,,,,,
43.228,3.83,,,,,
43.23,3.824619,,,,,
43.232,3.826126,,,,,
43.234,3.83,,,,,
43.236,3.83,,,,,
43.238,3.83,,,,,
43.239,3.83,,,,,
43.241,3.828969,,,,,
43.243,3.82,,,,,
43.245,3.82,,,,,
43.247,3.82,,,,,
43.249,3.82,,,,,
43.25,3.82,,,,,
43.252,3.82,,,,,
43.254,3.82,,,,,
43.256,3.82,,,,,
43.258,3.81,,,,,
43.26,3.81,,,,,
43.261,3.812162,,,,,
43.263,3.82,,,,,
43.265,3.82,,,,,
43.267,3.82,,,,,
43.269,3.82,,,,,
43.271,3.82,,,,,
43.272,3.82,,,,,
43.274,3.811435,,,,,
43.276,3.800143,,,,,
43.278,3.8,,,,,
43.28,3.8,,,,,
43.281,3.797309,,,,,
43.283,3.79,,,,,
43.285,3.79,,,,,
43.287,3.79,,,,,
43.289,3.783333,,,,,
43.291,3.78,,,,,
43.292,3.78,,,,,
43.294,3.789686,,,,,
43.296,3.79,,,,,
43.298,3.79,,,,,
43.3,3.787523,,,,,
43.302,3.776524,,,,,
43.303,3.77,,,,,
43.305,3.77,,,,,
43.307,3.763572,,,,,
43.309,3.76,,,,,
43.311,3.76,,,,,
43.313,3.76,,,,,
43.314,3.77,,,,,
43.316,3.77,,,,,
43.318,3.77,,,,,
43.32,3.766762,,,,,
43.322,3.76,,,,,
43.323,3.76,,,,,
43.325,3.766457,,,,,
43.327,3.777175,,,,,
43.329,3.78,,,,,
43.331,3.78,,,,,
43.333,3.78,,,,,
43.334,3.79,,,,,
43.336,3.79,,,,,
43.338,3.786986,,,,,
43.34,3.77583,,,,,
43.342,3.77,,,,,
43.344,3.77,,,,,
43.345,3.776951,,,,,
43.347,3.78,,,,,
43.349,3.78,,,,,
43.351,3.78,,,,,
43.353,3.77,,,,,
43.355,3.77,,,,,
43.356,3.76719,,,,,
43.358,3.763946,,,,,
43.36,3.77,,,,,
43.362,3.77,,,,,
43.364,3.77,,,,,
43.366,3.77,,,,,
43.367,3.761166,,,,,
43.369,3.76,,,,,
43.371,3.760942,,,,,
43.373,3.77,,,,,
43.375,3.77,,,,,
43.376,3.773722,,,,,
43.378,3.78,,,,,
43.38,3.78,,,,,
43.382,3.78,,,,,
43.384,3.78,,,,,
43.386,3.78,,,,,
43.387,3.78,,,,,
43.389,3.78,,,,,
43.391,3.78,,,,,
43.393,3.78,,,,,
43.395,3.78,,,,,
43.397,3.78,,,,,
43.398,3.78,,,,,
43.4,3.78,,,,,
43.402,3.772429,,,,,
43.404,3.77,,,,,
43.406,3.77,,,,,
43.408,3.77,,,,,
43.409,3.768667,,,,,
43.411,3.76,,,,,
43.413,3.76,,,,,
43.415,3.764306,,,,,
43.417,3.764574,,,,,
43.419,3.76,,,,,
43.42,3.76,,,,,
43.422,3.76,,,,,
43.424,3.76,,,,,
43.426,3.76,,,,,
43.428,3.761095,,,,,
43.429,3.767668,,,,,
43.431,3.76,,,,,
43.433,3.76,,,,,
43.435,3.76,,,,,
43.437,3.76,,,,,
43.439,3.76,,,,,
43.44,3.76,,,,,
43.442,3.750714,,,,,
43.444,3.75,,,,,
43.446,3.75,,,,,
43.448,3.75,,,,,
43.45,3.747085,,,,,
43.451,3.74,,,,,
43.453,3.74,,,,,
43.455,3.746077,,,,,
43.457,3.75,,,,,
43.459,3.75,,,,,
43.461,3.75,,,,,
43.462,3.75,,,,,
43.464,3.75,,,,,
43.466,3.75,,,,,
43.468,3.747129,,,,,
43.47,3.74,,,,,
43.471,3.74,,,,,
43.473,3.745857,,,,,
43.475,3.75,,,,,
43.477,3.75,,,,,
43.479,3.75,,,,,
43.481,3.740314,,,,,
43.482,3.73,,,,,
43.484,3.73,,,,,
43.486,3.727333,,,,,
43.488,3.72,,,,,
43.49,3.72,,,,,
43.492,3.72,,,,,
43.493,3.72,,,,,
43.495,3.72,,,,,
43.497,3.72,,,,,
43.499,3.72,,,,,
43.501,3.72,,,,,
43.503,3.72,,,,,
43.504,3.72,,,,,
43.506,3.72,,,,,
43.508,3.72,,,,,
43.51,3.72,,,,,
43.512,3.72,,,,,
43.514,3.72,,,,,
43.515,3.72,,,,,
43.517,3.72,,,,,
43.519,3.72,,,,,
43.521,3.72,,,,,
43.523,3.72,,,,,
43.524,3.723408,,,,,
43.526,3.72583,,,,,
43.528,3.72,,,,,
43.53,3.72,,,,,
43.532,3.72,,,,,
43.534,3.72,,,,,
43.535,3.72,,,,,
43.537,3.71964,,,,,
43.539,3.71,,,,,
43.541,3.71,,,,,
43.543,3.71,,,,,
43.545,3.71,,,,,
43.546,3.71,,,,,
43.548,3.71,,,,,
43.55,3.717191,,,,,
43.552,3.72,,,,,
43.554,3.72,,,,,
43.556,3.72,,,,,
43.557,3.72,,,,,
43.559,3.72,,,,,
43.561,3.72,,,,,
43.563,3.716233,,,,,
43.565,3.71,,,,,
43.567,3.71,,,,,
43.568,3.71,,,,,
43.57,3.71,,,,,
43.572,3.701345,,,,,
43.574,3.7,,,,,
43.576,3.7,,,,,
43.577,3.7,,,,,
43.579,3.7,,,,,
43.581,3.7,,,,,
43.583,3.7,,,,,
43.585,3.7,,,,,
43.587,3.7,,,,,
43.588,3.7,,,,,
43.59,3.7,,,,,
43.592,3.7,,,,,
43.594,3.7,,,,,
43.596,3.7,,,,,
43.598,3.7,,,,,
43.599,3.7,,,,,
43.601,3.7,,,,,
43.603,3.7,,,,,
43.605,3.7,,,,,
43.607,3.7,,,,,
43.609,3.708243,,,,,
43.61,3.71,,,,,
43.612,3.71,,,,,
43.614,3.71,,,,,
43.616,3.71,,,,,
43.618,3.71,,,,,
43.62,3.71,,,,,
43.621,3.715157,,,,,
43.623,3.72,,,,,
43.625,3.72,,,,,
43.627,3.72,,,,,
43.629,3.710714,,,,,
43.63,3.71,,,,,
43.632,3.71,,,,,
43.634,3.71,,,,,
43.636,3.71,,,,,
43.638,3.71,,,,,
43.64,3.71,,,,,
43.641,3.71,,,,,
43.643,3.71,,,,,
43.645,3.71,,,,,
43.647,3.719091,,,,,
43.649,3.72,,,,,
43.651,3.72,,,,,
43.652,3.718063,,,,,
43.654,3.71,,,,,
43.656,3.71,,,,,
43.658,3.705247,,,,,
43.66,3.705857,,,,,
43.662,3.71,,,,,
43.663,3.71,,,,,
43.665,3.71,,,,,
43.667,3.719641,,,,,
43.669,3.72,,,,,
43.671,3.72,,,,,
43.672,3.72,,,,,
43.674,3.72,,,,,
43.676,3.72,,,,,
43.678,3.72,,,,,
43.68,3.72,,,,,
43.682,3.72,,,,,
43.683,3.72,,,,,
43.685,3.72,,,,,
43.687,3.72,,,,,
43.689,3.72,,,,,
43.691,3.72,,,,,
43.693,3.72,,,,,
43.694,3.72,,,,,
43.696,3.72,,,,,
43.698,3.72,,,,,
43.7,3.72,,,,,
43.702,3.72,,,,,
43.704,3.72,,,,,
43.705,3.73,,,,,
43.707,3.73,,,,,
43.709,3.73,,,,,
43.711,3.73,,,,,
43.713,3.725619,,,,,
43.715,3.72,,,,,
43.716,3.72,,,,,
43.718,3.727381,,,,,
43.72,3.73,,,,,
43.722,3.73,,,,,
43.724,3.729596,,,,,
43.725,3.72,,,,,
43.727,3.72,,,,,
43.729,3.716802,,,,,
43.731,3.71,,,,,
43.733,3.71,,,,,
43.735,3.71,,,,,
43.736,3.71,,,,,
43.738,3.71,,,,,
43.74,3.71,,,,,
43.742,3.71,,,,,
43.744,3.71,,,,,
43.746,3.71,,,,,
43.747,3.71,,,,,
43.749,3.71,,,,,
43.751,3.71,,,,,
43.753,3.71,,,,,
43.755,3.71,,,,,
43.757,3.71,,,,,
43.758,3.71,,,,,
43.76,3.71,,,,,
43.762,3.71,,,,,
43.764,3.71,,,,,
43.766,3.71,,,,,
43.768,3.706268,,,,,
43.769,3.7,,,,,
43.771,3.7,,,,,
43.773,3.7,,,,,
43.775,3.692332,,,,,
43.777,3.69,,,,,
43.778,3.69,,,,,
43.78,3.69,,,,,
43.782,3.69,,,,,
43.784,3.69,,,,,
43.786,3.69,,,,,
43.788,3.69,,,,,
43.789,3.69,,,,,
43.791,3.69,,,,,
43.793,3.69,,,,,
43.795,3.69,,,,,
43.797,3.69,,,,,
43.799,3.69,,,,,
43.8,3.69,,,,,
43.802,3.69,,,,,
43.804,3.69,,,,,
43.806,3.69,,,,,
43.808,3.69,,,,,
43.81,3.69,,,,,
43.811,3.69,,,,,
43.813,3.681524,,,,,
43.815,3.68,,,,,
43.817,3.68,,,,,
43.819,3.68,,,,,
43.82,3.68,,,,,
43.822,3.68,,,,,
43.824,3.68,,,,,
43.826,3.68,,,,,
43.828,3.68,,,,,
43.83,3.68,,,,,
43.831,3.68,,,,,
43.833,3.68,,,,,
43.835,3.68,,,,,
43.837,3.68,,,,,
43.839,3.68,,,,,
43.841,3.68,,,,,
43.842,3.68,,,,,
43.844,3.68,,,,,
43.846,3.673901,,,,,
43.848,3.67,,,,,
43.85,3.67,,,,,
43.852,3.67,,,,,
43.853,3.67,,,,,
43.855,3.67,,,,,
43.857,3.67,,,,,
43.859,3.67,,,,,
43.861,3.67,,,,,
43.863,3.67,,,,,
43.864,3.67,,,,,
43.866,3.67,,,,,
43.868,3.67,,,,,
43.87,3.67,,,,,
43.872,3.67,,,,,
43.873,3.67,,,,,
43.875,3.67,,,,,
43.877,3.67,,,,,
43.879,3.67,,,,,
43.881,3.67,,,,,
43.883,3.67,,,,,
43.884,3.67,,,,,
43.886,3.67,,,,,
43.888,3.67,,,,,
43.89,3.67,,,,,
43.892,3.67,,,,,
43.894,3.67,,,,,
43.895,3.67,,,,,
43.897,3.67,,,,,
43.899,3.67,,,,,
43.901,3.67,,,,,
43.903,3.67,,,,,
43.905,3.67,,,,,
43.906,3.67,,,,,
43.908,3.67,,,,,
43.91,3.67,,,,,
43.912,3.67,,,,,
43.914,3.67,,,,,
43.916,3.67,,,,,
43.917,3.67,,,,,
43.919,3.67,,,,,
43.921,3.67,,,,,
43.923,3.662646,,,,,
43.925,3.66,,,,,
43.926,3.66,,,,,
43.928,3.66,,,,,
43.93,3.66,,,,,
43.932,3.66,,,,,
43.934,3.66,,,,,
43.936,3.655695,,,,,
43.937,3.65,,,,,
43.939,3.65,,,,,
43.941,3.65,,,,,
43.943,3.65,,,,,
43.945,3.65,,,,,
43.947,3.65,,,,,
43.948,3.649238,,,,,
43.95,3.64,,,,,
43.952,3.64,,,,,
43.954,3.644126,,,,,
43.956,3.65,,,,,
43.958,3.65,,,,,
43.959,3.65,,,,,
43.961,3.65,,,,,
43.963,3.65,,,,,
43.965,3.65,,,,,
43.967,3.65,,,,,
43.969,3.65,,,,,
43.97,3.65,,,,,
43.972,3.65,,,,,
43.974,3.65,,,,,
43.976,3.65,,,,,
43.978,3.65,,,,,
43.979,3.65,,,,,
43.981,3.641286,,,,,
43.983,3.64,,,,,
43.985,3.64,,,,,
43.987,3.64,,,,,
43.989,3.64,,,,,
43.99,3.64,,,,,
43.992,3.644439,,,,,
43.994,3.65,,,,,
43.996,3.65,,,,,
43.998,3.65,,,,,
44,3.65,,,,,
44.001,3.65,,,,,
44.003,3.65,,,,,
44.005,3.65,,,,,
44.007,3.65,,,,,
44.009,3.65,,,,,
44.011,3.65,,,,,
44.012,3.644714,,,,,
44.014,3.64,,,,,
44.016,3.64,,,,,
44.018,3.64,,,,,
44.02,3.64,,,,,
44.021,3.64,,,,,
44.023,3.64,,,,,
44.025,3.642048,,,,,
44.027,3.65,,,,,
44.029,3.65,,,,,
44.031,3.65,,,,,
44.032,3.65,,,,,
44.034,3.65,,,,,
44.036,3.65,,,,,
44.038,3.65,,,,,
44.04,3.65,,,,,
44.042,3.65,,,,,
44.043,3.651818,,,,,
44.045,3.66,,,,,
44.047,3.66,,,,,
44.049,3.66,,,,,
44.051,3.66,,,,,
44.053,3.667034,,,,,
44.054,3.67,,,,,
44.056,3.67,,,,,
44.058,3.67,,,,,
44.06,3.67,,,,,
44.062,3.67,,,,,
44.064,3.66713,,,,,
44.065,3.66,,,,,
44.067,3.66,,,,,
44.069,3.66,,,,,
44.071,3.66,,,,,
44.073,3.66,,,,,
44.074,3.66,,,,,
44.076,3.66,,,,,
44.078,3.66,,,,,
44.08,3.66,,,,,
44.082,3.657342,,,,,
44.084,3.65,,,,,
44.085,3.65,,,,,
44.087,3.65,,,,,
44.089,3.656572,,,,,
44.091,3.66,,,,,
44.093,3.66,,,,,
44.095,3.66,,,,,
44.096,3.659617,,,,,
44.098,3.65,,,,,
44.1,3.65,,,,,
44.102,3.65,,,,,
44.104,3.65,,,,,
44.106,3.65,,,,,
44.107,3.65,,,,,
44.109,3.65,,,,,
44.111,3.65,,,,,
44.113,3.65,,,,,
44.115,3.64981,,,,,
44.117,3.64,,,,,
44.118,3.64,,,,,
44.12,3.64,,,,,
44.122,3.64,,,,,
44.124,3.64,,,,,
44.126,3.64,,,,,
44.127,3.63287,,,,,
44.129,3.63,,,,,
44.131,3.63,,,,,
44.133,3.63,,,,,
44.135,3.63,,,,,
44.137,3.63,,,,,
44.138,3.63,,,,,
44.14,3.63,,,,,
44.142,3.63,,,,,
44.144,3.63,,,,,
44.146,3.63,,,,,
44.148,3.63,,,,,
44.149,3.63,,,,,
44.151,3.63,,,,,
44.153,3.63,,,,,
44.155,3.63,,,,,
44.157,3.63,,,,,
44.159,3.626126,,,,,
44.16,3.62,,,,,
44.162,3.62,,,,,
44.164,3.62,,,,,
44.166,3.62,,,,,
44.168,3.628784,,,,,
44.17,3.63,,,,,
44.171,3.63,,,,,
44.173,3.63,,,,,
44.175,3.63,,,,,
44.177,3.63,,,,,
44.179,3.63,,,,,
44.18,3.63,,,,,
44.182,3.63,,,,,
44.184,3.63,,,,,
44.186,3.63,,,,,
44.188,3.639328,,,,,
44.19,3.639369,,,,,
44.191,3.628476,,,,,
44.193,3.62,,,,,
44.195,3.62,,,,,
44.197,3.62,,,,,
